,City,Country,Date,Latitude,Longitude,Cloudiness %,Humidity %,Max Temp (F),Wind Speed (mph)
596,krasnoselkup,RU,2021-09-26 18:06:56,65.7,82.4667,43,89,33.70999999999998,3.59
597,glyadyanskoye,RU,2021-09-26 18:06:57,54.9075,65.0883,100,49,41.32400000000001,9.39
598,pendleton,US,2021-09-26 18:06:57,45.6721,-118.7886,1,28,85.226,1.34
599,oga,IT,2021-09-26 18:06:57,46.4631,10.347,98,92,51.908,0.69
600,piacabucu,BR,2021-09-26 18:06:58,-10.4056,-36.4344,6,84,76.04600000000005,4.95
601,lotofaga,WS,2021-09-26 18:06:58,-13.9764,-171.8578,66,69,80.90600000000003,3.31
602,omboue,GA,2021-09-26 18:06:58,-1.5746,9.2618,59,87,76.92799999999997,2.64
603,cukai,MY,2021-09-26 18:06:59,4.25,103.4167,97,90,76.65800000000002,2.21
604,borogontsy,RU,2021-09-26 18:06:59,62.6683,131.1683,87,93,33.04399999999997,1.92
605,matara,LK,2021-09-26 18:06:59,5.9485,80.5353,100,87,78.27799999999996,9.51
606,vardo,NO,2021-09-26 18:07:00,70.3705,31.1107,100,83,48.667999999999985,10.51
607,marabba,SD,2021-09-26 18:07:00,12.35,32.1833,98,66,76.65800000000002,2.14
608,netrakona,BD,2021-09-26 18:07:00,24.8833,90.7167,18,82,80.88800000000005,0.96
609,ibanda,TZ,2021-09-26 18:07:01,-2.7974,32.4746,31,71,68.41400000000004,0.82
610,nanyamba,TZ,2021-09-26 18:07:01,-10.6833,39.8333,4,97,65.58800000000005,0.63
611,pando,UY,2021-09-26 18:07:01,-34.7167,-55.95,0,72,65.15600000000003,2.57
612,ambilobe,MG,2021-09-26 18:07:02,-13.2,49.05,4,77,69.368,1.41
613,yar-sale,RU,2021-09-26 18:07:02,66.8333,70.8333,0,84,32.61199999999995,3.26
614,areosa,PT,2021-09-26 18:07:03,41.7178,-8.8571,98,96,66.59600000000006,4.64
615,whitefish,US,2021-09-26 18:07:03,48.4111,-114.3376,1,36,78.69200000000001,4.63
616,redcar,GB,2021-09-26 18:07:03,54.6166,-1.06,95,71,64.56199999999995,4.47
617,arequipa,PE,2021-09-26 18:07:04,-16.3989,-71.535,7,25,70.26799999999999,3.74
618,buraydah,SA,2021-09-26 18:07:04,26.326,43.975,12,31,76.51400000000004,4.75
619,novyy urengoy,RU,2021-09-26 18:07:04,66.0833,76.6333,6,72,33.04399999999997,2.18
620,praia da vitoria,PT,2021-09-26 18:07:05,38.7333,-27.0667,100,81,68.01799999999999,8.1
621,strezhevoy,RU,2021-09-26 18:07:06,60.7333,77.5889,6,93,30.451999999999977,3.1
622,kazalinsk,,,,,,,,
623,dodge city,US,2021-09-26 18:07:06,37.7528,-100.0171,1,14,94.78399999999999,4.47
624,fushun,CN,2021-09-26 18:02:35,41.8558,123.9233,100,95,67.00999999999999,1.32
625,aykhal,RU,2021-09-26 18:07:07,66,111.5,88,94,26.09600000000005,5.67
626,pascagoula,US,2021-09-26 18:07:07,30.3658,-88.5561,1,54,86.82799999999997,2.57
